id	ConceptA	ConceptB_Pre	Prerequisite	ca_smog_index	ca_noun_phrases	ca_flesch_reading_ease	ca_number_words	ca_number_sentences	ca_ar_index	core_p_a	cb_smog_index	cb_noun_phrases	cb_flesch_reading_ease	cb_number_words	cb_number_sentences	cb_ar_index	core_p_b	arxiv_common_results_first_1000	core_common_results_first_500	core_p_b_given_a	core_p_a_given_b	core_p_a_and_b	p_ca	p_cb	p_ca_cb	p_ca_given_cb	p_cb_given_ca	page_rank_difference	ca_inlinks	ca_outlinks	cb_inlinks	cb_outlinks	common_neighbors	direct_connections	link_proportion	ngd	pmi	cat_common	ave_tax_simil	max_tax_simil	min_tax_simil
1217	Shortest_path_problem	Dynamic_programming	0	14.3	408.0	-89.07	2603.0	110.0	16.9	0.030789942	14.2	1377.0	-250.62	8664.0	291.0	16.8	0.01558086	0.006	0.082	0.336003321	0.663989204	0.010345523	3.893e-06	4.709e-06	1e-08	0.00203666	0.002463054	1.0769	287	119	280	211	11	1	0.04878	0.31063	9.6707	0.0	0.25945	0.5	0.11111
1218	Concurrency_control	Database_normalization	0	15.8	581.0	26.1	3897.0	162.0	17.2	0.031542768	15.8	203.0	36.63	1227.0	49.0	17.7	0.011666399	0.008	0.05	0.214254572	0.579286054	0.006758182	2.023e-06	2.215e-06	0.0	0.0	0.0	-2.22313	86	125	128	103	4	0	0.02326	0.38141	9.73127	1.0	0.62619	1.0	0.5
1219	Graph_theory	Game_theory	0	14.5	608.0	41.29	3743.0	172.0	15.3	0.0273324	15.0	1502.0	34.76	8345.0	381.0	15.2	0.025975608	0.002	0.136	0.911914907	0.959547234	0.024924823	1.5305e-05	1.6983e-05	0.0	0.0	0.0	-9.6305	1263	333	1291	480	12	0	0.03009	0.42905	6.76855	0.0	0.26587	0.6	0.0
1220	Prototype	C++	0	16.9	302.0	28.57	2441.0	93.0	17.7	0.002404792	12.1	878.0	64.34	5771.0	234.0	13.7	0.043602588	0.006	0.022	0.716410369	0.039511825	0.001722818	2.3092e-05	6.1355e-05	1e-08	0.000156299	0.000415282	-99.0946	2262	146	6037	361	5	1	0.00309	0.88543	1.26189	0.0	0.21608	0.4	0.0
1221	Concurrent_computing	Distributed_computing	0	18.3	403.0	20.21	2329.0	95.0	21.8	0.010098399	15.3	544.0	35.57	3775.0	192.0	15.5	0.023434722	0.028	0.464	0.893753003	0.385132578	0.009025475	4.517e-06	1.1623e-05	1.9e-08	0.001650165	0.004246285	-32.7305	273	198	1012	200	15	2	0.17582	0.3127	9.66674	0.0	0.56061	0.66667	0.45455
1222	Fourier_analysis	Statistical_hypothesis_testing	0	16.4	635.0	-262.73	3274.0	100.0	21.0	0.045581673	14.6	1048.0	11.41	8252.0	455.0	13.9	0.03016809	0.0	0.048	0.563725858	0.851746598	0.025695568	4.603e-06	6.521e-06	0.0	0.0	0.0	-21.9034	275	205	474	206	4	0	0.00727	0.56131	6.1655	0.0	0.3427	0.66667	0.0
1223	Database	Distributed_computing	0	14.9	1241.0	33.04	7878.0	345.0	16.0	0.008835483	15.3	544.0	35.57	3775.0	192.0	15.5	0.023434722	0.003	0.07	0.566686015	0.213654967	0.005006945	4.0919e-05	1.1623e-05	1.9e-08	0.001650165	0.000468713	131.7236	3843	424	1012	200	16	2	0.0216	0.45447	6.64156	0.0	0.39683	0.42857	0.33333
1224	Data_mining	Robotics	0	15.0	713.0	32.83	3889.0	177.0	16.7	0.045567819	13.7	1075.0	43.32	7661.0	393.0	14.2	0.000617086	0.001	0.014	0.010853498	0.801460153	0.00049457	1.1268e-05	1.8767e-05	0.0	0.0	0.0	-8.2258	887	288	1599	358	4	0	0.02706	0.48994	6.30675	0.0	0.22619	0.42857	0.0
1225	Lisp_(programming_language)	Procedural_programming	0	13.4	1160.0	52.19	6879.0	355.0	13.3	0.012114829	17.1	146.0	30.5	1042.0	43.0	18.7	0.005344354	0.059	0.012	0.378865123	0.858829035	0.004589886	1.333e-05	4.133e-06	1.9e-08	0.004640371	0.001438849	31.4522	904	486	347	84	16	2	0.05088	0.31319	9.42212	0.0	0.35123	0.5	0.0
1226	Cryptography	Computational_geometry	0	15.9	1027.0	32.53	6856.0	279.0	16.8	0.000231509	16.9	265.0	30.09	1602.0	63.0	18.5	0.01249254	0.003	0.016	0.517176743	0.009584206	0.000119731	2.4051e-05	4.363e-06	0.0	0.0	0.0	112.9166	2084	424	309	146	5	0	0.00816	0.49961	6.94839	0.0	0.17361	0.33333	0.0
1227	Computational_geometry	Database	0	16.9	265.0	30.09	1602.0	63.0	18.5	0.01249254	14.9	1241.0	33.04	7878.0	345.0	16.0	0.008835483	0.0	0.048	0.170249613	0.240716895	0.00212685	4.363e-06	4.0919e-05	0.0	0.0	0.0	-163.4786	309	146	3843	424	4	0	0.04854	0.5762	5.88494	0.0	0.31515	0.4	0.27273
1228	C_(programming_language)	Linked_list	0	14.5	1031.0	41.09	7112.0	314.0	15.3	0.048280866	12.9	901.0	50.57	7072.0	340.0	13.1	0.023402396	0.004	0.0	0.374763103	0.773163861	0.018093887	6.7646e-05	3.702e-06	1e-08	0.002590674	0.000141764	193.3187	6547	507	212	174	13	1	0.0055	0.52023	6.92292	0.0	0.33948	0.77778	0.0
1229	Concurrency_control	SQL	0	15.8	581.0	26.1	3897.0	162.0	17.2	0.031542768	13.8	633.0	44.44	2781.0	139.0	15.3	0.000385743	0.004750594	0.002	0.007450589	0.609245244	0.000235012	2.023e-06	1.3512e-05	0.0	0.0	0.0	-47.81425	86	125	1075	334	3	0	0.16279	0.39811	9.4685	0.0	0.38864	0.66667	0.0
1230	Determinism	Inference	0	15.0	825.0	32.83	6557.0	311.0	15.6	0.000274959	11.9	458.0	51.55	2061.0	213.0	11.5	0.002995376	0.0	0.008	0.206949984	0.018996894	5.6903e-05	9.331e-06	4.45e-06	0.0	0.0	0.0	19.2269	652	321	343	121	3	0	0.00153	0.68063	4.38674	0.0	0.27429	0.66667	0.0
1231	Computational_complexity_theory	Combinatorial_optimization	0	14.3	839.0	7.45	5500.0	227.0	14.6	0.030949297	13.7	211.0	32.39	728.0	72.0	16.5	0.006796828	0.002	0.104	0.163568074	0.744805826	0.005062317	9.734e-06	2.426e-06	1e-08	0.003952569	0.000985222	47.39553	788	227	155	98	14	1	0.02157	0.37191	9.34682	1.0	0.71852	1.0	0.55556
1232	Matrix_(mathematics)	Spanning_tree	0	14.9	2068.0	-163.08	10764.0	400.0	16.6	0.01730999	13.9	248.0	18.59	2314.0	78.0	15.4	0.00725927	0.002	0.004	0.171279666	0.408422522	0.002964849	1.7309e-05	2.445e-06	1e-08	0.003921569	0.000554017	103.62383	1331	474	142	113	7	1	0.00601	0.49163	7.62949	0.0	0.19762	0.25	0.14286
1233	Kernel_(operating_system)	Graphical_user_interface	0	14.7	975.0	41.5	7775.0	354.0	14.8	0.041034906	16.0	471.0	29.89	2617.0	107.0	18.0	0.01318844	0.001	0.0	0.259091331	0.806144535	0.010631789	9.647e-06	2.7312e-05	1e-08	0.000351124	0.000994036	-89.7503	711	295	2579	269	11	1	0.12658	0.38165	7.84308	0.0	0.36296	0.55556	0.2
1234	Automatic_programming	Object-oriented_programming	0	15.8	242.0	9.99	1137.0	57.0	17.0	0.007978579	14.4	904.0	42.61	5461.0	300.0	16.0	0.014355263	0.063	0.272	0.680917383	0.378450275	0.005432753	2.263e-06	1.9045e-05	0.0	0.0	0.0	-81.46206	111	125	1644	342	19	0	0.23423	0.38941	9.38056	1.0	0.42857	1.0	0.0
1235	Mathematical_proof	Functional_programming	0	14.6	522.0	-8.56	3560.0	168.0	14.8	0.015312962	15.7	845.0	33.34	4715.0	228.0	17.1	0.018380973	0.001	0.074	0.394191367	0.328395964	0.006036237	5.725e-06	1.0021e-05	1e-08	0.000956938	0.001675042	-9.3037	359	238	770	275	4	1	0.01671	0.51236	6.66594	0.0	0.1485	0.33333	0.07692
1236	Scripting_language	Functional_programming	0	14.8	428.0	39.16	2427.0	105.0	17.4	0.00988271	15.7	845.0	33.34	4715.0	228.0	17.1	0.018380973	0.022	0.11	0.409251308	0.220037963	0.004044512	9.446e-06	1.0021e-05	0.0	0.0	0.0	-0.9756	774	211	770	275	18	0	0.07494	0.29742	8.83061	1.0	0.65556	1.0	0.4
1237	Linear_programming	Discrete_mathematics	0	14.1	1159.0	-210.38	6162.0	318.0	16.1	0.022856588	15.8	535.0	9.79	2748.0	164.0	17.2	0.012418973	0.0	0.056	0.336935232	0.620114866	0.00770119	7.173e-06	5.84e-06	1e-08	0.001642036	0.001336898	5.8651	477	271	295	314	10	1	0.01887	0.41052	8.22504	0.0	0.14907	0.33333	0.0
1238	Central_processing_unit	Combinational_logic	0	16.2	1043.0	38.15	7068.0	282.0	16.7	0.041016617	17.3	141.0	-678.05	541.0	13.0	27.4	0.004873816	0.0	0.044	0.092436862	0.777921676	0.003791447	3.0361e-05	1.18e-06	1e-08	0.008130081	0.000315856	183.71325	2832	334	63	60	5	1	0.00353	0.50343	8.03457	0.0	0.52778	0.55556	0.5
1239	Malware	Email	0	14.7	485.0	39.77	3766.0	162.0	16.1	5.9341e-05	13.2	842.0	50.16	5329.0	246.0	14.1	0.0029282	0.007	0.008	0.361388113	0.007323639	2.1445e-05	1.1364e-05	3.0083e-05	1e-08	0.000318776	0.000843882	-88.1807	971	214	2748	389	16	1	0.06179	0.45097	6.71693	0.0	0.26667	0.33333	0.0
1240	Geometry	Graph_theory	0	16.4	708.0	32.22	4155.0	188.0	16.7	0.006392046	14.5	608.0	41.29	3743.0	172.0	15.3	0.0273324	0.001	0.042	0.672721976	0.157324995	0.00430007	3.6882e-05	1.5305e-05	0.0	0.0	0.0	138.6256	3447	399	1263	333	11	0	0.02321	0.45797	6.42569	0.0	0.35	0.5	0.2
1241	File_system	Graphical_user_interface	0	13.1	1402.0	50.67	8628.0	399.0	13.4	0.039862015	16.0	471.0	29.89	2617.0	107.0	18.0	0.01318844	0.006	0.122	0.264286334	0.798804571	0.010534986	1.2956e-05	2.7312e-05	1e-08	0.000351124	0.000740192	-71.0102	1030	321	2579	269	10	1	0.11359	0.36729	7.68687	0.0	0.37566	0.55556	0.14286
1242	SQL	Perl	0	13.8	633.0	44.44	2781.0	139.0	15.3	0.000385743	12.8	1180.0	52.9	6746.0	328.0	12.7	0.000293588	0.0	0.02	0.073655144	0.09677506	2.8412e-05	1.3512e-05	2.2929e-05	1.9e-08	0.00083647	0.001419446	-37.295	1075	334	1925	466	25	2	0.11535	0.32732	8.13096	0.0	0.36605	0.71429	0.0
1243	Parallel_computing	Procedural_programming	0	16.1	1031.0	16.83	6451.0	307.0	16.5	0.017575268	17.1	146.0	30.5	1042.0	43.0	18.7	0.005344354	0.004	0.134	0.162551273	0.534560851	0.002856882	1.169e-05	4.133e-06	0.0	0.0	0.0	26.517	861	358	347	84	6	0	0.03136	0.3641	8.72376	0.0	0.42857	0.42857	0.42857
1244	Prolog	C++	0	13.5	818.0	45.15	4725.0	255.0	14.5	0.0001277	12.1	878.0	64.34	5771.0	234.0	13.7	0.043602588	0.004	0.004	0.735186901	0.00215316	9.3883e-05	6.751e-06	6.1355e-05	0.0	0.0	0.0	-151.8396	396	308	6037	361	23	0	0.19192	0.46656	7.21649	1.0	0.34264	1.0	0.0
1245	Graph_theory	Linear_programming	0	14.5	608.0	41.29	3743.0	172.0	15.3	0.0273324	14.1	1159.0	-210.38	6162.0	318.0	16.1	0.022856588	0.003	0.046	0.50610723	0.605213922	0.013833125	1.5305e-05	7.173e-06	0.0	0.0	0.0	44.814	1263	333	477	271	15	0	0.0293	0.38411	8.1665	0.0	0.23485	0.42857	0.0
1246	Poisson_distribution	Statistical_hypothesis_testing	0	12.4	1647.0	-516.06	7927.0	313.0	16.3	0.027480378	14.6	1048.0	11.41	8252.0	455.0	13.9	0.03016809	0.006	0.064	0.619710198	0.564499454	0.01702987	5.361e-06	6.521e-06	1e-08	0.001470588	0.001788909	-21.2252	342	217	474	206	14	1	0.05848	0.33238	9.17286	0.0	0.44959	0.66667	0.2
1247	User_interface	Java_(programming_language)	0	15.5	533.0	41.19	3341.0	149.0	15.9	0.011475161	13.2	944.0	43.83	4940.0	237.0	13.8	0.0125465	0.022	0.006	0.353441205	0.323261054	0.004055795	1.7348e-05	6.0597e-05	1.9e-08	0.000316506	0.001105583	-106.1598	1583	226	5854	465	9	2	0.08781	0.46806	6.13282	0.0	0.20326	0.5	0.0
1248	Hash_table	Amortized_analysis	0	13.2	790.0	48.43	6355.0	274.0	14.0	0.032651545	14.2	123.0	-10.8	923.0	41.0	14.8	0.044642856	0.014	0.07	0.82676217	0.60468942	0.026995062	4.996e-06	1.343e-06	1e-08	0.007142857	0.001919386	14.75124	313	208	91	49	5	1	0.03195	0.31746	10.68165	0.0	0.48657	0.75	0.27273
1249	Concurrency_(computer_science)	Computational_complexity_theory	0	16.6	222.0	25.59	1103.0	65.0	18.9	0.033819182	14.3	839.0	7.45	5500.0	227.0	14.6	0.030949297	0.003	0.004	0.564550315	0.616900275	0.01909263	2.954e-06	9.734e-06	0.0	0.0	0.0	-41.6581	209	99	788	227	2	0	0.02871	0.48699	7.41308	0.0	0.55556	0.55556	0.55556
1250	Theoretical_computer_science	Mathematical_optimization	0	18.8	635.0	13.17	3435.0	136.0	20.3	0.039939385	15.1	1130.0	-14.18	5383.0	354.0	16.5	0.013301859	0.001	0.072	0.253977667	0.762578526	0.010143712	7.365e-06	1.216e-05	1e-08	0.000788644	0.001302083	-29.7305	421	347	940	328	19	1	0.03088	0.45953	7.26378	0.0	0.53571	0.71429	0.42857
1251	Expert_system	Artificial_neural_network	0	14.1	440.0	32.63	2925.0	137.0	14.9	0.039819385	14.4	1964.0	-126.8	10800.0	549.0	17.5	0.018129226	0.01	0.06	0.350241133	0.769276433	0.013946387	3.951e-06	1.3205e-05	1.9e-08	0.001452433	0.004854369	-41.6462	290	122	1070	307	3	2	0.14138	0.33667	9.27178	0.0	0.21369	0.66667	0.0
1252	Assembly_language	Data_structure	0	15.9	904.0	40.79	5855.0	257.0	16.5	0.01351085	14.2	197.0	41.7	1091.0	49.0	15.6	0.05373093	0.002	0.058	0.867645762	0.218172874	0.011722631	1.6408e-05	7.269e-06	1.9e-08	0.002638522	0.001168907	14.0943	1385	326	599	159	14	2	0.02744	0.40118	7.74338	0.0	0.45	0.5	0.4
1253	Formal_methods	Object-oriented_programming	0	16.3	378.0	29.79	2128.0	84.0	18.4	0.038870737	14.4	904.0	42.61	5461.0	300.0	16.0	0.014355263	0.004	0.088	0.263947587	0.714709083	0.010259837	3.625e-06	1.9045e-05	0.0	0.0	0.0	-76.4885	231	147	1644	342	7	0	0.09524	0.43504	8.08222	0.0	0.35714	0.42857	0.33333
1254	Simulation	Computer_graphics	0	16.3	1513.0	32.33	9891.0	439.0	16.9	0.009295542	15.0	1178.0	40.08	7547.0	332.0	15.9	0.013944185	0.006	0.102	0.43202033	0.287995546	0.004015863	1.7415e-05	1.7472e-05	1.9e-08	0.001097695	0.001101322	-28.6223	1490	326	1382	440	22	2	0.01544	0.51322	5.70745	0.0	0.51429	0.6	0.42857
1255	Simulation	Scientific_visualization	0	16.3	1513.0	32.33	9891.0	439.0	16.9	0.009295542	15.7	450.0	25.8	2523.0	130.0	16.8	0.0146327	0.001	0.086	0.319425806	0.202917853	0.002969236	1.7415e-05	3.328e-06	1e-08	0.002881844	0.000550661	41.47002	1490	326	185	162	8	1	0.00537	0.51559	7.08505	0.0	0.40437	0.6	0.0
1256	Time_complexity	Hash_table	0	14.9	664.0	-79.39	4277.0	157.0	16.0	0.044466285	13.2	790.0	48.43	6355.0	274.0	14.0	0.032651545	0.002	0.04	0.598033238	0.814427497	0.026592316	8.861e-06	4.996e-06	1e-08	0.001919386	0.001082251	25.6127	762	162	313	208	7	1	0.03281	0.35549	8.93772	0.0	0.41282	0.75	0.23077
1257	Combinatorics	Number_theory	0	15.4	465.0	28.43	2514.0	129.0	16.0	0.000448934	14.4	1125.0	-70.62	6850.0	280.0	16.3	0.050533767	0.012	0.052	0.968488023	0.008603901	0.000434788	1.1383e-05	1.7674e-05	1e-08	0.000542594	0.00084246	-33.8877	916	271	1482	361	23	1	0.17576	0.25997	9.11591	0.0	0.5	0.5	0.5
1258	User_interface	Algorithm	0	15.5	533.0	41.19	3341.0	149.0	15.9	0.011475161	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008985741	0.001	0.086	0.270926141	0.34598384	0.003108921	1.7348e-05	3.7994e-05	0.0	0.0	0.0	-116.5238	1583	226	3540	422	4	0	0.02337	0.57074	4.94901	0.0	0.21393	0.55556	0.0
1259	Linear_system	Eigenvalues_and_eigenvectors	0	15.4	220.0	-550.24	1207.0	26.0	25.5	0.044797674	14.7	1765.0	-476.4	9993.0	382.0	17.9	0.073248682	0.005	0.026	0.992047572	0.60671977	0.044441423	1.64e-06	1.3522e-05	1e-08	0.00070922	0.005847953	-64.62345	109	62	1065	345	5	1	0.15596	0.38788	9.42017	0.0	0.16429	0.25	0.0
1260	Virtual_memory	Processor_register	0	16.5	462.0	36.83	2905.0	105.0	17.5	0.010034893	16.7	161.0	32.83	1052.0	48.0	15.8	0.004070857	0.025	0.11	0.160734869	0.396220564	0.001612957	5.687e-06	5.974e-06	1e-08	0.001605136	0.001686341	-6.888	414	179	448	175	13	1	0.09179	0.26437	9.90462	0.0	0.33889	0.55556	0.2
1261	Web_server	Kernel_(operating_system)	0	13.7	268.0	47.22	1562.0	53.0	15.8	0.00910806	14.7	975.0	41.5	7775.0	354.0	14.8	0.041034906	0.0	0.002	0.693163499	0.153853756	0.006313374	9.331e-06	9.647e-06	1e-08	0.000994036	0.001027749	0.2092	781	192	711	295	12	1	0.02433	0.42268	7.32257	0.0	0.375	0.5	0.33333
1262	Cryptography	Computer_network	0	15.9	1027.0	32.53	6856.0	279.0	16.8	0.000231509	14.2	1314.0	43.63	7742.0	383.0	15.0	0.021430025	0.003	0.036	0.806114103	0.008708468	0.000186623	2.4051e-05	2.852e-05	1e-08	0.000336247	0.000398724	-42.41	2084	424	2537	437	19	1	0.03167	0.4729	5.86788	0.0	0.25298	0.5	0.0
1263	Parallel_computing	Combinatorics	0	16.1	1031.0	16.83	6451.0	307.0	16.5	0.017575268	15.4	465.0	28.43	2514.0	129.0	16.0	0.000448934	0.0	0.028	0.012657961	0.495544737	0.000222467	1.169e-05	1.1383e-05	0.0	0.0	0.0	-3.2466	861	358	916	271	3	0	0.00929	0.55121	5.56846	0.0	0.33333	0.33333	0.33333
1264	Algorithm	Randomness	0	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008985741	14.2	394.0	42.92	3217.0	167.0	13.8	0.000712311	0.002	0.078	0.036413159	0.459348693	0.000327199	3.7994e-05	7.595e-06	1e-08	0.001262626	0.000252398	157.2257	3540	422	565	227	13	1	0.01384	0.47442	6.8406	0.0	0.32888	0.5	0.2
1265	Microprocessor	Synchronization	0	14.4	1239.0	49.75	7180.0	334.0	15.2	0.000217023	15.2	143.0	34.15	1066.0	52.0	16.4	0.001026184	0.0	0.0	0.155238857	0.032830749	3.369e-05	1.9745e-05	5.687e-06	1e-08	0.001686341	0.000485673	75.738	1698	361	465	128	3	1	0.01001	0.49954	6.65429	0.0	0.33267	0.66667	0.11111
1266	Cell_(biology)	Computer_science	0	15.9	296.0	31.31	1695.0	77.0	17.5	0.017445477	17.5	668.0	22.85	4178.0	178.0	18.8	0.03380195	0.001	0.002	0.637389585	0.328962249	0.011119565	2.9747e-05	8.648e-05	0.0	0.0	0.0	-4.354	2691	411	8602	416	4	0	0.01263	0.74167	2.78061	0.0	0.0	0.0	0.0
1267	Thread_(computing)	Object-oriented_programming	0	15.1	552.0	39.77	3836.0	162.0	16.9	0.008751178	14.4	904.0	42.61	5461.0	300.0	16.0	0.014355263	0.018	0.002	0.462352533	0.281856855	0.004046129	8.631e-06	1.9045e-05	1e-08	0.000503525	0.001111111	-39.0815	682	218	1644	342	16	1	0.11144	0.34801	8.30884	0.0	0.52381	0.66667	0.42857
1268	Modular_programming	Functional_programming	0	16.0	246.0	36.83	1371.0	47.0	18.1	0.005705093	15.7	845.0	33.34	4715.0	228.0	17.1	0.018380973	0.037	0.266	0.825668636	0.256271334	0.004710517	4.267e-06	1.0021e-05	0.0	0.0	0.0	-17.53	308	137	770	275	19	0	0.14935	0.29265	9.82559	1.0	0.52991	1.0	0.23077
1269	Bioinformatics	Procedural_programming	0	17.2	869.0	22.34	5260.0	224.0	19.0	0.001541063	17.1	146.0	30.5	1042.0	43.0	18.7	0.005344354	0.002	0.022	0.147492807	0.042530073	0.000227296	1.9333e-05	4.133e-06	0.0	0.0	0.0	50.5614	1665	351	347	84	0	0	0.0012	0.70716	4.01743	0.0	0.3266	0.45455	0.11111
1270	Database	Information_retrieval	0	14.9	1241.0	33.04	7878.0	345.0	16.0	0.008835483	13.9	497.0	38.21	2333.0	128.0	15.2	0.037602471	0.026	0.098	0.815867587	0.191705069	0.007208584	4.0919e-05	6.339e-06	1.9e-08	0.003025719	0.000468713	155.4256	3843	424	467	194	11	2	0.01769	0.43796	7.4697	0.0	0.25926	0.5	0.0
1271	Pipeline_(computing)	Digital_electronics	0	13.9	188.0	50.87	1259.0	65.0	14.8	0.0089307	14.1	740.0	44.03	5272.0	276.0	14.0	0.010791199	0.001	0.0	0.283188945	0.23436465	0.002529075	2.167e-06	6.502e-06	1e-08	0.001474926	0.004424779	-32.1668	159	67	442	236	2	1	0.05031	0.3899	9.05675	0.0	0.33333	0.33333	0.33333
1272	Cryptography	Graph_theory	0	15.9	1027.0	32.53	6856.0	279.0	16.8	0.000231509	14.5	608.0	41.29	3743.0	172.0	15.3	0.0273324	0.001	0.012	0.703155886	0.005955823	0.000162787	2.4051e-05	1.5305e-05	0.0	0.0	0.0	60.4486	2084	424	1263	333	6	0	0.01248	0.53351	5.53019	0.0	0.17857	0.6	0.0
1273	Partial_differential_equation	Recurrence_relation	0	15.4	782.0	-274.68	4054.0	147.0	18.8	0.029092759	14.8	1504.0	-1023.42	7414.0	239.0	22.8	0.024474287	0.001	0.042	0.484768061	0.576247232	0.01410324	1.3061e-05	5.322e-06	1e-08	0.001801802	0.000734214	30.2342	1127	235	396	159	9	1	0.02218	0.40615	8.03376	0.0	0.27956	0.5	0.14286
1274	Expert_system	Logic_programming	0	14.1	440.0	32.63	2925.0	137.0	14.9	0.039819385	14.7	666.0	42.72	3846.0	206.0	15.3	0.007799752	0.001	0.05	0.15685752	0.800790848	0.00624597	3.951e-06	4.392e-06	0.0	0.0	0.0	-2.2859	290	122	286	172	10	0	0.06552	0.2809	10.06568	0.0	0.27619	0.6	0.0
1275	Data_structure	Computational_complexity_theory	0	14.2	197.0	41.7	1091.0	49.0	15.6	0.05373093	14.3	839.0	7.45	5500.0	227.0	14.6	0.030949297	0.0	0.052	0.483010462	0.838552211	0.025952601	7.269e-06	9.734e-06	1e-08	0.000985222	0.001319261	9.3013	599	159	788	227	4	1	0.04341	0.3806	8.00951	0.0	0.55556	0.55556	0.55556
1276	Cryptanalysis	Traffic_analysis	0	15.2	746.0	40.99	3967.0	181.0	17.2	3.0882e-05	14.9	288.0	40.18	1906.0	83.0	16.6	0.045163565	0.0	0.0	0.811957077	0.000555193	2.5074e-05	9.005e-06	2.004e-06	1e-08	0.004784689	0.001064963	25.40692	671	268	118	91	10	1	0.03279	0.3228	10.34415	1.0	0.47016	1.0	0.0
1277	Operating_system	Numerical_analysis	0	14.7	1271.0	40.58	8814.0	374.0	15.2	0.040098306	14.5	558.0	-183.08	3035.0	159.0	15.9	0.046702254	0.002	0.104	0.782106563	0.671512517	0.031361148	5.283e-05	1.1834e-05	0.0	0.0	0.0	262.4815	5021	488	979	255	5	0	0.00498	0.62589	4.57246	0.0	0.5037	0.55556	0.4
1278	NP-completeness	Propositional_calculus	0	14.4	346.0	22.65	2157.0	93.0	16.4	0.003898191	13.4	1359.0	-135.46	8894.0	413.0	14.4	0.00155607	0.01	0.086	0.076989714	0.192870906	0.000300121	6.387e-06	5.591e-06	1e-08	0.001715266	0.001501502	-5.325	487	179	331	252	3	1	0.02875	0.3714	8.66642	0.0	0.21429	0.42857	0.0
1279	Database	User_interface	0	14.9	1241.0	33.04	7878.0	345.0	16.0	0.008835483	15.5	533.0	41.19	3341.0	149.0	15.9	0.011475161	0.022	0.144	0.331785182	0.255463291	0.002931482	4.0919e-05	1.7348e-05	1e-08	0.000552792	0.000234357	95.2488	3843	424	1583	226	7	1	0.02446	0.46434	6.17566	0.0	0.3045	0.66667	0.0
1280	Gradient_descent	Dynamic_programming	0	12.8	715.0	-701.67	3468.0	136.0	17.9	0.007293055	14.2	1377.0	-250.62	8664.0	291.0	16.8	0.01558086	0.003	0.058	0.395866668	0.185296404	0.002887077	2.244e-06	4.709e-06	0.0	0.0	0.0	-7.51664	137	97	280	211	8	0	0.05839	0.3406	9.93022	1.0	0.39803	1.0	0.11111
1281	Mathematical_optimization	Software_engineering	0	15.1	1130.0	-14.18	5383.0	354.0	16.5	0.013301859	16.5	496.0	25.08	2767.0	132.0	18.2	0.020688663	0.0	0.072	0.449147018	0.288780877	0.00597449	1.216e-05	1.3924e-05	0.0	0.0	0.0	-9.2851	940	328	1260	192	7	0	0.01596	0.5205	5.8887	0.0	0.58571	0.71429	0.42857
1282	Large_deviations_theory	Markov_chain	0	12.9	463.0	-294.88	1961.0	92.0	16.6	0.04627953	13.5	2305.0	-443.78	12250.0	424.0	17.3	0.010216844	0.009	0.018	0.184263202	0.834662258	0.008527614	1.266e-06	6.147e-06	1e-08	0.001560062	0.007575758	-21.24017	50	82	397	244	9	1	0.06	0.4268	9.46564	0.0	0.36314	0.5	0.11111
1283	Geometry	Number_theory	0	16.4	708.0	32.22	4155.0	188.0	16.7	0.006392046	14.4	1125.0	-70.62	6850.0	280.0	16.3	0.050533767	0.004	0.056	0.900948351	0.113961487	0.005758903	3.6882e-05	1.7674e-05	1e-08	0.000542594	0.00026001	125.3884	3447	399	1482	361	31	1	0.04149	0.39497	7.03295	0.0	0.5	0.5	0.5
1284	Information_theory	Programming_language	0	16.5	745.0	-98.54	4503.0	159.0	18.1	0.046395719	14.9	684.0	41.8	6037.0	277.0	15.8	0.012103191	0.0	0.088	0.227268731	0.871199691	0.010544296	1.0904e-05	2.805e-05	0.0	0.0	0.0	-110.3688	822	315	2530	395	5	0	0.02311	0.56571	5.41754	0.0	0.3877	0.55556	0.0
1285	Distributed_computing	Number_theory	0	15.3	544.0	35.57	3775.0	192.0	15.5	0.023434722	14.4	1125.0	-70.62	6850.0	280.0	16.3	0.050533767	0.001	0.038	0.904145282	0.419291781	0.021188393	1.1623e-05	1.7674e-05	0.0	0.0	0.0	-33.9502	1012	200	1482	361	4	0	0.01976	0.5102	5.96314	0.0	0.33333	0.33333	0.33333
1286	Linear_programming	Graph_theory	0	14.1	1159.0	-210.38	6162.0	318.0	16.1	0.022856588	14.5	608.0	41.29	3743.0	172.0	15.3	0.0273324	0.003	0.046	0.605213922	0.50610723	0.013833125	7.173e-06	1.5305e-05	0.0	0.0	0.0	-44.814	477	271	1263	333	15	0	0.07757	0.38411	8.1665	0.0	0.23485	0.42857	0.0
1287	Bioinformatics	Combinatorics	0	17.2	869.0	22.34	5260.0	224.0	19.0	0.001541063	15.4	465.0	28.43	2514.0	129.0	16.0	0.000448934	0.0	0.004	0.006973244	0.023937152	1.0746e-05	1.9333e-05	1.1383e-05	0.0	0.0	0.0	20.7978	1665	351	916	271	10	0	0.0048	0.62519	4.61702	0.0	0.35	0.5	0.0
