id	ConceptA	ConceptB_Pre	ca_smog_index	ca_noun_phrases	ca_flesch_reading_ease	ca_number_words	ca_number_sentences	ca_ar_index	core_p_a	cb_smog_index	cb_noun_phrases	cb_flesch_reading_ease	cb_number_words	cb_number_sentences	cb_ar_index	core_p_b	arxiv_common_results_first_1000	core_common_results_first_500	core_p_b_given_a	core_p_a_given_b	core_p_a_and_b	cat_common	ave_tax_simil	max_tax_simil	min_tax_simil	domain	prerequisite	p_ca	p_cb	p_ca_cb	p_ca_given_cb	p_cb_given_ca	page_rank_difference	ca_inlinks	ca_outlinks	cb_inlinks	cb_outlinks	common_neighbors	direct_connections	link_proportion	ngd	pmi
1084	Nikolai_Lobachevsky	Songs_by_Tom_Lehrer	13.2	261.0	46.17	1348.0	86.0	13.8	0.000170906	10.6	99.0	61.8	480.0	18.0	13.8	0.065555177	0.001032928	0.0023902	0.822630534	0.002144641	0.000140592	0	0.03409	0.27273	0.0	ParallelPostulate	0	3.635e-06	1.017e-06	1e-08	0.009433962	0.002638522	9.17743	162	217	31	75	5	1	0.00617	0.42665	9.86349
1085	Proclus	Mathematics	13.9	717.0	49.86	4021.0	182.0	14.1	1.2103e-05	16.2	729.0	24.48	5136.0	239.0	16.7	0.005964233	0.000778777	0.002318505	0.241851369	0.000490792	2.927e-06	0	0.05386	0.28571	0.0	ParallelPostulate	0	4.977e-06	0.000198152	1e-08	4.8396e-05	0.001926782	-926.0451	286	233	20104	559	3	1	0.07343	0.70747	4.09478
1086	Line_(geometry)	Incidence_(geometry)	12.8	529.0	-199.45	3768.0	134.0	15.3	0.028280008	13.0	466.0	42.31	2899.0	132.0	13.0	0.012627017	0.001036269	0.002313142	0.322729143	0.722797989	0.009126783	0	0.29524	0.6	0.14286	ParallelPostulate	0	7e-06	1.007e-06	1e-08	0.00952381	0.001369863	66.73525	522	208	47	58	7	1	0.0249	0.32087	11.27548
1087	Euclid's_Elements	Johannes_Kepler	13.3	660.0	33.75	3454.0	161.0	15.1	0.018310926	14.3	2065.0	42.21	9454.0	558.0	15.5	0.001454541	0.001054012	0.002310469	0.027137545	0.341629057	0.000496914	0	0.05224	0.42857	0.0	ParallelPostulate	0	5.687e-06	1.308e-05	1e-08	0.000733138	0.001686341	-20.9507	316	277	791	573	12	1	0.08544	0.35172	8.9811
1088	Playfair's_axiom	Line_(geometry)	13.4	178.0	49.15	1216.0	51.0	12.9	0.000525483	12.8	529.0	-199.45	3768.0	134.0	15.3	0.028280008	0.001036269	0.002316826	0.578084413	0.010741642	0.000303774	0	0.0	0.0	0.0	ParallelPostulate	1	8.25e-07	7e-06	1e-08	0.001369863	0.011627907	-67.33894	30	56	522	208	11	1	0.26667	0.34943	11.22273
1089	Elliptic_geometry	Orientability	13.8	389.0	-58.31	2454.0	117.0	13.1	0.007122212	14.1	507.0	-61.05	3510.0	145.0	13.9	2.2045e-05	0.001035746	0.002331342	0.001792428	0.579098067	1.2766e-05	0	0.24471	0.42857	0.0	ParallelPostulate	0	1.908e-06	3.433e-06	1e-08	0.002793296	0.005025126	-8.26639	96	103	257	101	3	1	0.08333	0.32144	10.56694
1090	Euclid	Euclidean_geometry	12.8	378.0	52.49	1833.0	95.0	13.3	0.000157848	14.7	772.0	24.98	5138.0	241.0	14.8	0.00777949	0.001023201	0.002311805	0.297010897	0.006026424	4.6883e-05	0	0.23473	0.66667	0.0	ParallelPostulate	0	8.775e-06	7.902e-06	1.9e-08	0.002427184	0.002185792	6.7815	655	260	576	248	14	2	0.0855	0.27318	9.43961
1091	Axiom	Non-standard_analysis	14.6	552.0	-27.31	3977.0	173.0	15.4	0.000524513	15.1	575.0	-127.41	3362.0	136.0	15.4	0.05412192	0.001060017	0.002310136	0.863127651	0.008364847	0.000452722	0	0.28976	0.5	0.09091	ParallelPostulate	0	8.247e-06	2.532e-06	1e-08	0.003787879	0.001162791	54.1003	609	251	136	128	5	1	0.01314	0.41475	8.81977
1092	Public-key_cryptography	Algorithm	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	15.0	1356.0	41.4	9594.0	449.0	14.8	0.009000456	0.001021007	0.002303484	0.141669889	0.604117156	0.00543733	0	0.08694	0.33333	0.0	Public-key cryptography	1	8.007e-06	3.7994e-05	1e-08	0.000252398	0.001197605	-163.0418	633	202	3540	422	10	1	0.10585	0.44535	7.12803
1093	Public-key_cryptography	Non-repudiation	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	15.9	79.0	31.41	731.0	32.0	15.5	0.011119644	0.001006087	0.002323555	0.178730933	0.616903067	0.006859743	1	0.19246	1.0	0.0	Public-key cryptography	0	8.007e-06	1.036e-06	1e-08	0.009259259	0.001197605	34.25414	633	202	51	57	10	1	0.01896	0.34705	10.76401
1094	Public-key_cryptography	Merkle's_Puzzles	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	12.5	100.0	60.85	628.0	34.0	11.6	0.000363738	0.000981475	0.002339181	0.007085139	0.747597666	0.00027193	0	0.23377	0.42857	0.0	Public-key cryptography	0	8.007e-06	5.37e-07	1.9e-08	0.035714286	0.00239521	38.34082	633	202	15	41	9	2	0.00474	0.42306	10.52954
1095	Public-key_cryptography	Whitfield_Diffie	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	14.9	346.0	41.29	1640.0	69.0	15.7	0.000140158	0.000995482	0.002339181	0.002845568	0.779216393	0.000109214	0	0.09292	0.42857	0.0	Public-key cryptography	1	8.007e-06	2.676e-06	1.9e-08	0.007168459	0.00239521	34.69377	633	202	95	184	13	2	0.04897	0.27919	11.23581
1096	Public-key_cryptography	History_of_cryptography	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	14.8	858.0	39.47	5624.0	232.0	15.7	0.074748756	0.001005303	0.002303484	0.993364453	0.510049997	0.038125603	0	0.25833	0.6	0.0	Public-key cryptography	0	8.007e-06	2.57e-06	1.9e-08	0.007462687	0.00239521	35.48586	633	202	55	213	22	2	0.01422	0.3747	10.24003
1097	Public-key_cryptography	Malcolm_J._Williamson	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	12.7	39.0	46.37	182.0	10.0	13.7	0.038117886	0.001010637	0.002302158	0.539613153	0.543327667	0.020710502	0	0.07029	0.42857	0.0	Public-key cryptography	0	8.007e-06	9.49e-07	1e-08	0.01010101	0.001197605	38.02535	633	202	20	79	7	1	0.00948	0.37684	11.1145
1098	Public-key_cryptography	Cryptosystem	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	13.0	84.0	-418.94	347.0	21.0	16.9	3.6428e-05	0.001021007	0.002339181	0.000828056	0.872427984	3.1781e-05	0	0.2	0.6	0.0	Public-key cryptography	0	8.007e-06	1.16e-06	1.9e-08	0.016528926	0.00239521	33.16519	633	202	81	40	5	2	0.04739	0.27812	11.41851
1099	Public-key_cryptography	Factorization	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	14.7	1414.0	-583.71	7499.0	231.0	19.6	0.001004076	0.001001176	0.002339181	0.012721797	0.486283878	0.000488266	0	0.04762	0.14286	0.0	Public-key cryptography	1	8.007e-06	3.126e-06	1.9e-08	0.006134969	0.00239521	25.5096	633	202	182	144	5	2	0.01896	0.39053	8.92864
1100	Public-key_cryptography	Key_distribution	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	12.9	50.0	53.65	415.0	17.0	14.5	0.040893762	0.00099614	0.002300834	0.823579729	0.772959414	0.031609218	0	0.25278	0.6	0.0	Public-key cryptography	1	8.007e-06	3.74e-07	1.9e-08	0.051282051	0.00239521	38.47097	633	202	10	29	5	2	0.00316	0.44098	10.52954
1101	Public-key_cryptography	Web_of_trust	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	15.9	438.0	42.04	3427.0	113.0	18.0	0.075069738	0.001021007	0.002304479	0.994217384	0.508305204	0.038158339	1	0.25628	1.0	0.0	Public-key cryptography	0	8.007e-06	1.218e-06	1.9e-08	0.015748031	0.00239521	33.95128	633	202	64	63	12	2	0.04107	0.28504	11.55191
1102	Public-key_cryptography	Pseudonymity	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	15.4	184.0	39.16	1191.0	49.0	17.6	6.975e-06	0.000867856	0.002312139	8.4697e-05	0.466063348	3.251e-06	0	0.19753	0.6	0.0	Public-key cryptography	0	8.007e-06	1.189e-06	1.9e-08	0.016129032	0.00239521	35.74907	633	202	60	64	5	2	0.01106	0.3999	9.75193
1103	Public-key_cryptography	Encryption	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	15.8	129.0	32.22	880.0	40.0	17.0	0.000285706	0.001021007	0.002339181	0.006750052	0.906768661	0.000259069	0	0.2	0.6	0.0	Public-key cryptography	1	8.007e-06	1.3004e-05	1.9e-08	0.001474926	0.00239521	-46.5913	633	202	1249	107	8	2	0.15008	0.2892	9.13477
1104	Public-key_cryptography	Hybrid_cryptosystem	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	15.4	79.0	33.75	411.0	21.0	15.9	0.004664313	0.00101271	0.002299181	0.083308819	0.685506271	0.003197416	0	0.2	0.6	0.0	Public-key cryptography	0	8.007e-06	4.41e-07	1.9e-08	0.043478261	0.00239521	37.81963	633	202	16	30	3	2	0.0079	0.38464	11.1734
1105	Public-key_cryptography	United_Kingdom	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	13.1	3098.0	50.46	16786.0	710.0	14.0	0.017039693	0.001009642	0.002335766	0.337919504	0.761131312	0.012969444	0	0.09489	0.4	0.0	Public-key cryptography	0	8.007e-06	0.002203996	0.0	0.0	0.0	-3968.9788	633	202	228297	1532	4	0	0.03002	1.05456	-0.70116
1106	Public-key_cryptography	Public_key_certificate	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	15.4	418.0	41.9	2591.0	118.0	15.8	0.038501854	0.001021007	0.002294894	0.998815272	0.995661312	0.038334807	2	0.35794	1.0	0.0	Public-key cryptography	0	8.007e-06	3.587e-06	1.9e-08	0.005347594	0.00239521	22.5419	633	202	298	76	15	2	0.09163	0.24738	10.49028
1107	Public-key_cryptography	Ralph_Merkle	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	14.6	166.0	43.32	585.0	27.0	15.8	0.001135761	0.000976539	0.002339181	0.022238476	0.751495321	0.000853519	0	0.07875	0.42857	0.0	Public-key cryptography	0	8.007e-06	2.532e-06	5.8e-08	0.022727273	0.007185629	36.63756	633	202	89	175	7	6	0.02212	0.35064	10.18309
1108	Public-key_cryptography	Letter_box	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	15.3	515.0	37.84	3873.0	143.0	15.9	0.013189126	0.000998054	0.002310803	0.235086826	0.684101241	0.009022697	0	0.07134	0.33333	0.0	Public-key cryptography	0	8.007e-06	2.177e-06	1e-08	0.004405286	0.001197605	33.92753	633	202	95	132	1	1	0.0	0.0	0.0
1109	Public-key_cryptography	Scott_Vanstone	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	10.6	62.0	61.63	178.0	22.0	11.7	0.003726134	0.000980705	0.0022972	0.073076944	0.752714083	0.002804713	0	0.06104	0.42857	0.0	Public-key cryptography	0	8.007e-06	9.49e-07	0.0	0.0	0.0	38.10366	633	202	26	73	5	0	0.0079	0.40007	10.47296
1110	Public-key_cryptography	Forward_secrecy	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	15.5	183.0	39.77	1129.0	46.0	16.8	0.01475322	0.000995482	0.00231448	0.275178249	0.715872007	0.010561417	1	0.25185	1.0	0.0	Public-key cryptography	0	8.007e-06	1.621e-06	1.9e-08	0.01183432	0.00239521	35.38712	633	202	92	77	12	2	0.0316	0.3188	10.64984
1111	Public-key_cryptography	Clifford_Cocks	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	14.5	123.0	43.43	679.0	34.0	14.4	0.000760417	0.001004268	0.002339181	0.013740627	0.693526464	0.000527369	0	0.07777	0.42857	0.0	Public-key cryptography	0	8.007e-06	1.467e-06	3.8e-08	0.026143791	0.004790419	37.48787	633	202	37	116	12	4	0.01738	0.34497	11.10145
1112	Diffie–Hellman_key_exchange	Cyclic_group	12.8	636.0	0.11	3597.0	163.0	13.3	0.032260934	12.6	666.0	34.86	3399.0	152.0	11.6	0.031738875	0.001017656	0.002294894	0.576943705	0.586433604	0.018612743	0	0.15556	0.2	0.11111	Public-key cryptography	0	3.673e-06	6.607e-06	1e-08	0.001451379	0.002610966	-20.1252	223	160	458	231	7	1	0.04484	0.3843	8.83936
1113	Digital_Signature_Algorithm	Strong_cryptography	13.4	304.0	-485.47	1345.0	42.0	16.8	0.01898718	14.9	168.0	41.5	1252.0	54.0	15.2	0.024401628	0.000771605	0.002303152	0.450743409	0.350728485	0.008558346	0	0.33333	0.33333	0.33333	Public-key cryptography	1	1.314e-06	8.82e-07	1e-08	0.010869565	0.00729927	2.3599	79	58	31	61	0	1	0.03797	0.2743	12.48452
1114	ElGamal_encryption	ElGamal_signature_scheme	13.8	277.0	-371.02	1274.0	70.0	17.4	0.000291276	11.7	165.0	-460.02	820.0	46.0	12.9	0.01302671	0.001019238	0.002308136	0.623344259	0.013937915	0.000181565	0	0.71429	0.71429	0.71429	Public-key cryptography	0	1.438e-06	5.95e-07	1.9e-08	0.032258065	0.013333333	3.49903	81	69	20	42	7	2	0.06173	0.22528	13.81768
1115	Certificate_authority	Key_ceremony	15.4	574.0	41.29	3505.0	146.0	15.1	0.005777666	15.8	91.0	46.2	626.0	25.0	15.1	0.027986546	0.001030669	0.002293907	0.703014578	0.145133421	0.004061783	1	0.36571	1.0	0.0	Public-key cryptography	1	3.567e-06	3.74e-07	1.9e-08	0.051282051	0.005376344	11.53987	240	132	9	30	4	2	0.00417	0.41642	11.08072
1116	Certificate_authority	X.509	15.4	574.0	41.29	3505.0	146.0	15.1	0.005777666	14.7	898.0	10.91	4421.0	176.0	16.4	0.036225212	0.000919564	0.00229819	0.450745963	0.0718908	0.002604259	1	0.32635	1.0	0.0	Public-key cryptography	1	3.567e-06	3.452e-06	1.9e-08	0.005555556	0.005376344	-0.4449	240	132	207	153	22	2	0.23333	0.14516	12.36451
1117	Encryption	USB_flash_drive	15.8	129.0	32.22	880.0	40.0	17.0	0.000285706	13.4	1218.0	49.75	7642.0	324.0	13.9	0.008305045	0.000997631	0.002291935	0.318991467	0.010973769	9.1138e-05	0	0.14815	0.33333	0.0	Public-key cryptography	0	1.3004e-05	1.2342e-05	1.9e-08	0.001554002	0.001474926	27.6489	1249	107	962	325	4	2	0.02482	0.43538	6.91528
1118	Transport_Layer_Security	Microsoft_Windows	13.1	2345.0	44.75	11962.0	547.0	13.5	0.019835199	13.3	1125.0	43.53	5826.0	261.0	13.9	0.005087573	0.001039712	0.0022972	0.114327992	0.445736813	0.002267718	0	0.23313	0.42857	0.0	Public-key cryptography	0	1.2687e-05	0.00034312	1e-08	2.7949e-05	0.000755858	-533.8007	1022	301	35327	453	17	1	0.20352	0.6092	4.75231
1119	Transport_Layer_Security	Request_for_Comments	13.1	2345.0	44.75	11962.0	547.0	13.5	0.019835199	13.8	421.0	51.18	1984.0	93.0	13.6	0.069292506	0.001013522	0.0022972	0.980288867	0.280610788	0.019444225	0	0.24351	0.71429	0.0	Public-key cryptography	0	1.2687e-05	4.517e-06	1e-08	0.002123142	0.000755858	6.8276	1022	301	351	120	7	1	0.04012	0.3386	9.06258
1120	Transport_Layer_Security	Pseudorandom_function_family	13.1	2345.0	44.75	11962.0	547.0	13.5	0.019835199	14.8	127.0	40.08	688.0	30.0	15.5	0.04010704	0.001044613	0.0022972	0.710104775	0.351186964	0.01408507	0	0.34852	0.6	0.0	Public-key cryptography	0	1.2687e-05	6.81e-07	1e-08	0.014084507	0.000755858	46.9048	1022	301	34	37	1	1	0.00587	0.43422	9.65785
1121	Transport_Layer_Security	FTPS	13.1	2345.0	44.75	11962.0	547.0	13.5	0.019835199	14.1	262.0	49.55	1384.0	64.0	15.0	3.44e-06	0.000939591	0.0022972	-4.376e-06	-0.025229358	-8.7e-08	2	0.47957	1.0	0.0	Public-key cryptography	0	1.2687e-05	1.467e-06	1.9e-08	0.013071895	0.001511716	45.62111	1022	301	73	80	27	2	0.02055	0.35101	10.36284
1122	Digital_signature	Non-repudiation	16.3	630.0	39.06	4143.0	163.0	16.3	0.012723023	15.9	79.0	31.41	731.0	32.0	15.5	0.011119644	0.001031239	0.002302158	0.192194207	0.219907332	0.002445291	2	0.34623	1.0	0.0	Public-key cryptography	0	5.974e-06	1.036e-06	1.9e-08	0.018518519	0.003210273	26.08434	453	170	51	57	9	2	0.04194	0.27755	11.90967
1123	Digital_signature	RSA_(cryptosystem)	16.3	630.0	39.06	4143.0	163.0	16.3	0.012723023	13.3	1165.0	-128.42	6550.0	252.0	13.9	0.00031209	0.001025825	0.002302158	0.009874447	0.402553407	0.000125633	0	0.30807	0.5	0.0	Public-key cryptography	0	5.974e-06	5.878e-06	1.9e-08	0.003262643	0.003210273	11.0719	453	170	400	213	15	2	0.12583	0.22129	10.5232
1124	Prime_number	Twin_prime	14.1	1435.0	-132.18	9351.0	354.0	17.0	0.046392563	11.3	328.0	-126.9	1838.0	78.0	12.1	0.006416339	0.001035118	0.002319513	0.134328917	0.971248933	0.006231863	0	0.33598	0.66667	0.11111	Public-key cryptography	0	1.6216e-05	3.193e-06	1.9e-08	0.006006006	0.001182732	81.3344	1279	412	218	115	16	2	0.08444	0.24782	10.82343
1125	Integer_factorization	General_number_field_sieve	14.0	483.0	-92.86	2592.0	122.0	14.2	0.005300958	13.2	224.0	-80.0	1546.0	56.0	13.7	0.057826885	0.001035406	0.002328289	0.968231288	0.088757225	0.005132554	1	0.55952	1.0	0.25	Public-key cryptography	0	3.98e-06	1.438e-06	1.9e-08	0.013333333	0.004819277	16.36658	271	144	74	76	14	2	0.12915	0.18515	12.99521
1126	Discrete_logarithm	Diffie–Hellman_key_exchange	13.5	259.0	-6.33	1628.0	74.0	11.6	0.009799226	12.8	636.0	0.11	3597.0	163.0	13.3	0.032260934	0.00103879	0.002294894	0.603189109	0.183218072	0.005910786	0	0.27778	0.66667	0.11111	Public-key cryptography	0	2.532e-06	3.673e-06	1.9e-08	0.005221932	0.007575758	-1.9844	157	107	223	160	21	2	0.22293	0.17975	12.19129
1127	Cryptography	Cryptography_standards	15.9	1032.0	32.53	6856.0	279.0	16.7	0.000231959	21.3	157.0	8.27	505.0	6.0	30.7	0.009322203	0.00101833	0.002295223	0.983434811	0.024470215	0.000228116	0	0.33214	0.6	0.0	Public-key cryptography	0	2.4051e-05	7.67e-07	1.9e-08	0.025	0.000797448	129.83658	2084	424	6	74	18	2	0.00048	0.5633	8.54743
1128	Cryptography	Phil_Zimmermann	15.9	1032.0	32.53	6856.0	279.0	16.7	0.000231959	14.3	199.0	51.68	862.0	41.0	14.0	0.00131387	0.000989291	0.002352595	0.022959965	0.004053494	5.326e-06	0	0.14419	0.45455	0.0	Public-key cryptography	0	2.4051e-05	2.234e-06	1.9e-08	0.008583691	0.000797448	124.67011	2084	424	97	136	9	2	0.00864	0.44063	8.7024
1129	GNU_Privacy_Guard	SHA-1	11.6	315.0	57.16	1607.0	75.0	11.1	0.003072659	14.5	627.0	44.98	3597.0	125.0	15.8	0.069794651	0.000994308	0.002294236	0.942157376	0.04147779	0.002894928	0	0.23592	0.42857	0.0	Public-key cryptography	0	3.443e-06	4.267e-06	1e-08	0.002247191	0.002785515	-7.37307	166	193	275	170	11	1	0.06627	0.31415	10.13864
1130	GNU_Privacy_Guard	Aqua_(user_interface)	11.6	315.0	57.16	1607.0	75.0	11.1	0.003072659	11.4	554.0	61.06	3455.0	176.0	12.2	0.011769545	0.001028939	0.002294236	0.433776025	0.113245291	0.001332846	0	0.44113	0.55556	0.23077	Public-key cryptography	0	3.443e-06	2.819e-06	1e-08	0.003401361	0.002785515	0.04026	166	193	113	181	11	1	0.00602	0.48085	7.96231
1131	Key_exchange	Pretty_Good_Privacy	13.2	172.0	46.17	965.0	51.0	13.5	0.032222083	13.9	778.0	43.63	4370.0	217.0	13.9	0.028082047	0.001043098	0.002300503	0.531099049	0.609397095	0.017113118	0	0.45976	0.6	0.28571	Public-key cryptography	0	1.103e-06	5.083e-06	1e-08	0.001886792	0.008695652	-14.71978	47	68	297	233	11	1	0.10638	0.3549	10.71055
1132	Pretty_Good_Privacy	GNU_Privacy_Guard	13.9	778.0	43.63	4370.0	217.0	13.9	0.028082047	11.6	315.0	57.16	1607.0	75.0	11.1	0.003072659	0.001028754	0.002294236	0.094386496	0.862629546	0.002650566	3	0.42298	1.0	0.0	Public-key cryptography	0	5.083e-06	3.443e-06	3.8e-08	0.011142061	0.00754717	10.34957	297	233	166	193	43	4	0.20539	0.15448	12.49891
1133	Pretty_Good_Privacy	KGPG	13.9	778.0	43.63	4370.0	217.0	13.9	0.028082047	11.5	17.0	56.05	91.0	6.0	10.9	1.66e-07	7.7157e-05	0.002304479	-8.9346e-05	-9.999999999	-2.509e-06	0	0.28729	0.45455	0.0	Public-key cryptography	0	5.083e-06	6.14e-07	1e-08	0.015625	0.001886792	17.20777	297	233	6	58	9	1	0.00337	0.41969	11.35825
1134	Public_key_infrastructure	Government_Communications_Headquarters	15.5	422.0	40.79	2465.0	101.0	15.7	0.038840321	16.4	950.0	35.0	4723.0	175.0	18.6	0.014075057	0.00102119	0.002288984	0.299229856	0.825729046	0.011622183	0	0.17059	0.6	0.0	Public-key cryptography	0	3.874e-06	8.928e-06	1e-08	0.001074114	0.002475248	-11.8102	264	140	635	296	6	1	0.02273	0.47655	7.38749
1135	Key_(cryptography)	Message_authentication_code	14.5	154.0	50.87	1202.0	59.0	13.1	0.027902644	15.1	233.0	45.39	1431.0	55.0	15.9	0.012574848	0.001017708	0.00231448	0.263771237	0.585288556	0.007359915	0	0.24405	0.33333	0.14286	Public-key cryptography	0	5.073e-06	2.081e-06	1.9e-08	0.00921659	0.003780718	18.5342	417	112	134	83	10	2	0.05276	0.28125	10.84697
1136	Key_(cryptography)	Cryptographic_key_types	14.5	154.0	50.87	1202.0	59.0	13.1	0.027902644	15.3	212.0	40.38	1317.0	50.0	15.2	0.038821874	0.001013633	0.002305808	0.998826223	0.717891478	0.027869892	1	0.8	1.0	0.6	Public-key cryptography	1	5.073e-06	4.32e-07	1e-08	0.022222222	0.001890359	28.42409	417	112	8	37	9	1	0.00959	0.34994	12.45363
1137	RSA_(cryptosystem)	RSA_problem	13.3	1165.0	-128.42	6550.0	252.0	13.9	0.00031209	14.7	101.0	46.61	615.0	20.0	14.6	0.027405044	0.001020486	0.002308136	0.979850841	0.011158583	0.000305801	0	0.47619	0.5	0.42857	Public-key cryptography	0	5.878e-06	5.75e-07	1.9e-08	0.033333333	0.003262643	18.90271	400	213	16	44	11	2	0.0225	0.30147	12.6836
1138	RSA_(cryptosystem)	IEEE_P1363	13.3	1165.0	-128.42	6550.0	252.0	13.9	0.00031209	16.4	182.0	18.96	498.0	25.0	24.6	0.00625244	0.001021111	0.002295882	0.266262167	0.013290445	8.3098e-05	0	0.36874	0.5	0.23077	Public-key cryptography	0	5.878e-06	7.67e-07	2.9e-08	0.0375	0.004893964	18.3532	400	213	32	48	6	3	0.0175	0.34017	11.32103
1139	Public_key_certificate	E-commerce	15.4	418.0	41.9	2591.0	118.0	15.8	0.038501854	13.4	794.0	45.15	4561.0	238.0	14.4	0.011146518	0.001004631	0.002294894	0.199230668	0.688174578	0.00767075	1	0.46429	1.0	0.0	Public-key cryptography	0	3.587e-06	2.6084e-05	1e-08	0.000367647	0.002673797	-66.2853	298	76	2505	215	3	1	0.03691	0.56184	6.1072
1140	Symmetric-key_algorithm	Message_authentication_code	14.6	115.0	35.07	617.0	33.0	15.8	0.035087487	15.1	233.0	45.39	1431.0	55.0	15.9	0.012574848	0.001052118	0.002303484	0.250354447	0.698561771	0.008784308	0	0.51429	0.6	0.42857	Public-key cryptography	0	3.232e-06	2.081e-06	1.9e-08	0.00921659	0.005934718	9.4607	247	90	134	83	13	2	0.07692	0.2452	11.391
1141	Symmetric-key_algorithm	Algorithm	14.6	115.0	35.07	617.0	33.0	15.8	0.035087487	15.0	1356.0	41.4	9594.0	449.0	14.8	0.009000456	0.001047977	0.002303484	0.256126336	0.998486069	0.008986829	0	0.35238	0.6	0.14286	Public-key cryptography	1	3.232e-06	3.7994e-05	1e-08	0.000252398	0.002967359	-182.1533	247	90	3540	422	7	1	0.12146	0.48438	7.32652
1142	Public-key_cryptography	National_Institute_of_Standards_and_Technology	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	16.9	526.0	27.76	2573.0	86.0	19.4	0.075865518	0.000996289	0.002339181	0.996079892	0.503915656	0.038229822	0	0.14103	0.6	0.0	Public-key cryptography	0	8.007e-06	1.7722e-05	1e-08	0.000541126	0.001197605	-119.2098	633	202	1572	276	4	1	0.05371	0.43037	7.32055
1143	Public-key_cryptography	Denial-of-service_attack	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	13.9	1041.0	39.87	6913.0	291.0	15.6	0.074952792	0.000995482	0.002300503	0.995175568	0.50958894	0.038195114	0	0.19259	0.5	0.0	Public-key cryptography	0	8.007e-06	1.1143e-05	1e-08	0.000860585	0.001197605	-10.7486	633	202	916	246	7	1	0.03476	0.41861	7.4717
1144	Public-key_cryptography	Trusted_third_party	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	13.6	85.0	51.38	755.0	36.0	12.2	0.02409873	0.001021007	0.002301496	0.441234666	0.702722037	0.016934709	1	0.32222	1.0	0.0	Public-key cryptography	0	8.007e-06	7.58e-07	1e-08	0.012658228	0.001197605	36.78022	633	202	37	42	9	1	0.01896	0.33757	11.22698
1145	Public-key_cryptography	X.509	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	14.7	898.0	10.91	4421.0	176.0	16.4	0.036225212	0.000918907	0.002315485	0.477500546	0.505907408	0.018326603	1	0.31667	1.0	0.0	Public-key cryptography	0	8.007e-06	3.452e-06	1.9e-08	0.005555556	0.00239521	26.3089	633	202	207	153	21	2	0.05687	0.28596	10.32791
1146	Public-key_cryptography	SILC_(protocol)	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	13.3	125.0	45.46	812.0	47.0	12.5	0.007174807	0.000991609	0.002291607	0.133559342	0.71445051	0.005126045	0	0.11239	0.33333	0.0	Public-key cryptography	0	8.007e-06	7.19e-07	1.9e-08	0.026666667	0.00239521	38.18603	633	202	15	60	7	2	0.00158	0.5099	8.94458
1147	Public-key_cryptography	James_H._Ellis	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	13.6	129.0	49.35	657.0	29.0	14.7	0.037618724	0.0009889	0.002301165	0.538446105	0.549346398	0.020665711	0	0.07966	0.42857	0.0	Public-key cryptography	1	8.007e-06	1.103e-06	3.8e-08	0.034782609	0.004790419	37.70972	633	202	22	93	14	4	0.01896	0.32326	11.977
1148	Public-key_cryptography	Secure_channel	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	15.4	80.0	32.33	703.0	28.0	16.5	0.010277164	0.000995482	0.002319513	0.196274078	0.732989547	0.007533053	0	0.225	0.6	0.0	Public-key cryptography	0	8.007e-06	6.71e-07	1e-08	0.014285714	0.001197605	36.91134	633	202	24	46	9	1	0.01106	0.36982	11.07386
1149	Public-key_cryptography	Pretty_Good_Privacy	14.7	891.0	39.57	6700.0	263.0	14.8	0.038380277	13.9	778.0	43.63	4370.0	217.0	13.9	0.028082047	0.001021007	0.002304479	0.493731302	0.674792122	0.018949544	1	0.22994	1.0	0.0	Public-key cryptography	0	8.007e-06	5.083e-06	1.9e-08	0.003773585	0.00239521	21.63	633	202	297	233	31	2	0.09637	0.24208	10.56789
